 Morbidade Hospitalar do SUS - por local de residência - Brasil
AIH aprovadas por Unidade da Federação e Ano/mês processamento
Período:Jan/2008-Set/2021
"Unidade da Federação";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"2021/Abr";"2021/Mai";"2021/Jun";"2021/Jul";"2021/Ago";"2021/Set";"Total"
"43 Rio Grande do Sul";41659;64746;61560;64484;57042;58626;64647;63730;61538;62172;57502;59354;54756;56329;63151;62777;62103;61965;64292;64415;63003;62996;61222;60257;59027;57186;60492;61364;63682;60007;63346;63112;60486;60619;60696;61045;55591;53384;59535;56141;60111;64733;63029;58762;58980;59292;60344;55991;55525;57322;62902;58237;62680;64739;66006;66063;59081;59452;60489;53445;59162;55316;61402;63129;64618;60836;66719;66150;62056;64732;62424;61251;62069;59722;60180;62245;64922;64443;67195;65562;65713;68528;64454;60704;61485;58894;66225;65890;65780;67193;68639;67205;63518;63223;65680;61621;58569;60737;62634;62676;63337;63692;65732;66435;61992;65597;62415;62557;59884;55435;61681;60781;66373;65221;67597;66075;65192;63524;63343;60820;60656;56998;62434;62997;62985;62432;64533;64985;64037;63164;61628;59970;59970;59727;60748;62773;66166;65802;68698;68734;66295;69027;63118;61723;64283;62075;64051;51350;50542;51353;53542;52879;52963;59595;57718;56261;57153;54730;56440;55799;58360;60077;59781;60696;59095;10136749
"50 Mato Grosso do Sul";9708;11432;12233;12807;13331;14729;13904;13550;14285;13418;12278;11877;12685;12367;13338;13719;13874;13694;14164;13672;13917;13752;13151;12827;13757;14141;14295;14129;14482;14265;13699;13736;14250;13784;13578;13315;13028;12525;13660;13720;13149;13192;13644;13323;14058;12828;13022;13366;12065;12632;12976;13102;13328;13472;13707;14226;13559;13379;12207;12586;13457;13132;13681;13596;13594;14483;14801;15248;14148;14514;14359;13173;13445;13215;13278;13746;14254;13605;13901;15466;13438;13483;13853;13384;13314;13652;14065;14573;14598;14544;14549;14199;14410;14024;13508;12279;13881;13347;13911;13814;14035;14323;14484;14422;14219;13501;13667;13451;13338;12862;13581;13597;14517;14387;14609;14770;14124;14353;14065;13823;13873;14651;13912;14410;14783;15363;15070;14061;14575;14163;14128;13492;14611;14646;14134;15612;15429;15479;16120;15922;15446;15591;14477;14661;15129;15438;15438;13437;13047;12446;12707;12486;12193;12051;12704;11889;13083;14212;13886;13388;13992;14917;14443;14130;13388;2273960
"51 Mato Grosso";10044;14452;14293;15028;14866;16598;15668;15589;14350;16204;14012;14473;14183;13653;16263;15332;16223;16277;15417;15191;14492;15534;14860;14473;14970;14756;15737;15623;15964;15038;15811;15463;15572;15424;15376;14161;14891;14408;14712;16000;14629;14474;14358;13180;15406;14796;14810;15173;13681;14112;15771;15932;15816;16585;16109;15994;16004;15253;15161;15373;15005;15259;15818;16127;15574;16508;15263;15875;15315;15250;15786;15765;14685;14736;15694;16137;16099;16106;16213;16089;16042;15812;16108;14727;14715;14981;15847;16000;16718;16437;16199;15936;16282;16361;15872;15737;15939;15130;16556;17203;16421;17043;16703;16997;16942;16414;15620;14731;15333;15051;16154;16728;16972;15927;16517;16751;16220;16249;15882;15232;16311;15000;17002;16520;16924;16533;16809;15768;16436;16196;15517;15138;15163;15094;16817;16649;17614;16639;16796;17798;16742;17558;16427;16044;15528;15886;15328;13060;13547;12456;13146;14208;13976;15250;14213;14384;15055;14691;15487;15502;15787;15456;17075;15990;13772;2563083
"52 Goiás";27429;37237;35063;36188;36055;31530;34490;34333;35391;34201;28390;30569;29874;31807;34295;34177;35833;34548;33702;33887;33808;34737;33893;33545;34217;34586;36277;35125;35271;33796;33258;34456;34706;33661;33516;31632;33142;33201;35788;34532;33537;32142;32407;32890;33275;32092;31803;30511;30685;31357;33258;33042;32037;31509;30467;31391;31653;31552;30226;29056;31146;32031;33743;35733;35961;33432;33642;34157;34626;32845;33110;30657;33145;31212;31586;32895;34733;32827;34153;34181;34351;34460;31459;31913;32426;31482;35082;34380;35002;34500;33132;32284;31879;31757;32140;29733;30509;30548;33255;32759;31333;32208;30462;32699;31155;30021;29600;29805;30192;29486;32585;31579;33601;32082;31149;31266;31986;32286;31359;30597;31176;29729;32156;31150;32906;31789;32257;32287;32144;31295;29895;30382;31411;30618;32792;33265;34461;33334;34171;34445;33144;34287;32544;31907;32474;32204;32449;27188;27499;26825;28130;30118;29422;30863;29381;30046;30871;29543;33143;31678;32884;33078;32524;32044;29611;5346873
"53 Distrito Federal";6412;9725;12297;12016;13776;14454;14400;15646;13096;15896;12030;13309;11874;9833;12918;12775;14606;14980;13152;13323;12910;13329;12097;10843;13587;11160;13871;13510;14172;12575;12899;13352;12468;12348;12221;11561;12030;11966;13361;14263;14821;13616;13421;12434;12500;12360;10649;10647;12614;12541;11747;13617;12789;12417;12838;13317;11898;12137;12010;10475;11869;13442;13609;12928;13225;11730;12302;12807;11690;11644;10958;8342;10531;10559;10866;9833;12332;11044;12379;12825;12280;12306;10904;9592;10869;10523;11842;12147;12682;12080;12451;11626;10908;10169;10719;9815;10620;10428;12492;12910;13647;13153;11954;13583;12037;11688;11948;11470;13034;12746;14617;12580;12680;12047;11340;12618;13309;13332;12679;11862;12353;12785;13944;14401;14873;15794;15725;16178;14159;12593;12355;10917;14613;14548;17072;15275;16054;14905;15972;17623;14441;14499;13475;13956;15929;14653;16858;14803;12969;13171;13137;13123;12433;13560;12901;13952;15343;14118;16300;16996;15675;16168;15659;15831;15293;2131873
"Total";651615;854129;922352;949449;978237;997923;1007078;993013;989240;981118;889306;893695;858270;877994;977757;961244;996732;976705;996882;993408;987439;984649;968423;932056;948889;914313;1000963;993867;1013092;976296;989932;996912;982085;973054;976213;959218;947866;939420;987914;989034;985199;974481;1000566;967078;975723;968026;959819;948342;918846;910827;989292;971467;1002590;981906;983555;985221;954073;949368;922273;870471;910862;888061;949041;988021;994391;972139;993330;1000723;975036;991981;949270;907982;949320;924558;937991;948009;1001658;960803;1000953;1006210;1003205;1000893;966888;912227;932763;905491;990629;990177;1005791;995083;1007998;993040;976498;972736;950956;917691;919331;925419;982535;984177;992327;996515;986758;1002549;964001;947526;919766;906808;911976;891313;986352;948632;1019184;991401;997251;1011763;990791;995036;975505;956065;968989;930092;1010157;1022183;1034183;1012465;1029580;1035472;1004115;1022308;983281;948013;995560;962364;1011757;1031087;1078547;1032510;1065640;1072100;1043992;1067508;1013572;981646;1014705;981613;970687;788290;799710;804452;860360;871217;879101;920812;914438;883754;908886;904124;950894;946729;981630;987667;976971;962837;860866;158929155
 Fonte: Ministério da Saúde - Sistema de Informações Hospitalares do SUS (SIH/SUS)
 Notas:
 
 Situação da base de dados nacional em 29/04/2016.
 Dados de janeiro de 2015 até março de 2016 sujeitos a retificação.
 
